num,State,latitude_x,longitude_x,name,latitude_y,longitude_y
1953,Arizona,33.565182,-112.252888,Subway,34.048928,-111.093731
1952,Arizona,33.456407,-112.274322,Subway,34.048928,-111.093731
1932,Arizona,32.703265,-114.6046,Pretzel Time,34.048928,-111.093731
1866,Arizona,34.863333,-111.801615,McDonald's,34.048928,-111.093731
1865,Arizona,34.250356,-110.028605,McDonald's,34.048928,-111.093731
1864,Arizona,33.538552,-111.883811,McDonald's,34.048928,-111.093731
1863,Arizona,34.198953,-110.017716,McDonald's,34.048928,-111.093731
1862,Arizona,31.554576,-110.279391,McDonald's,34.048928,-111.093731
1861,Arizona,33.638154,-112.277091,McDonald's,34.048928,-111.093731
1833,Arizona,34.468086,-114.340307,Arby's,34.048928,-111.093731
1860,Arizona,33.582458,-111.881603,McDonald's,34.048928,-111.093731
1858,Arizona,33.406786,-111.958707,McDonald's,34.048928,-111.093731
1857,Arizona,33.327487,-111.96308,McDonald's,34.048928,-111.093731
1856,Arizona,33.378656,-111.928668,McDonald's,34.048928,-111.093731
1855,Arizona,32.23654,-110.946007,McDonald's,34.048928,-111.093731
1854,Arizona,32.251125,-111.015037,McDonald's,34.048928,-111.093731
1853,Arizona,32.381356,-111.047645,McDonald's,34.048928,-111.093731
1852,Arizona,32.235881,-110.910004,McDonald's,34.048928,-111.093731
1851,Arizona,32.267251,-110.893249,McDonald's,34.048928,-111.093731
1850,Arizona,33.638752,-112.355201,McDonald's,34.048928,-111.093731
1849,Arizona,32.191204,-110.7904,McDonald's,34.048928,-111.093731
1848,Arizona,33.971666,-112.725207,McDonald's,34.048928,-111.093731
1841,Arizona,35.257,-112.191842,McDonald's,34.048928,-111.093731
1836,Arizona,33.568985,-111.709233,Arby's,34.048928,-111.093731
1835,Arizona,33.416078,-111.685265,Arby's,34.048928,-111.093731
1859,Arizona,34.135345,-109.288102,McDonald's,34.048928,-111.093731
2038,Arizona,33.480529,-112.183653,McDonald's,34.048928,-111.093731
2039,Arizona,33.407506,-112.013806,McDonald's,34.048928,-111.093731
2040,Arizona,33.407506,-112.013806,McDonald's,34.048928,-111.093731
2848,Arizona,33.600257,-111.986338,Carl's Jr.,34.048928,-111.093731
2849,Arizona,33.3058,-111.977639,Carl's Jr.,34.048928,-111.093731
2850,Arizona,33.712894,-112.109082,Carl's Jr.,34.048928,-111.093731
2851,Arizona,33.626371,-111.896813,Carl's Jr.,34.048928,-111.093731
2852,Arizona,33.55167,-112.260616,Carl's Jr.,34.048928,-111.093731
2853,Arizona,32.397178,-110.958476,Carl's Jr.,34.048928,-111.093731
2854,Arizona,33.30588,-111.786954,Carl's Jr.,34.048928,-111.093731
2917,Arizona,33.43416,-112.55838,Pizza Hut,34.048928,-111.093731
2968,Arizona,33.582764,-111.975328,Einstein Bros Bagels,34.048928,-111.093731
3029,Arizona,33.392827,-111.912786,Joe's Crab Shack,34.048928,-111.093731
3195,Arizona,33.511147,-112.185776,Burger King,34.048928,-111.093731
3198,Arizona,33.679688,-112.278641,Burger King,34.048928,-111.093731
3201,Arizona,33.712433,-112.106651,Burger King,34.048928,-111.093731
3202,Arizona,33.363197,-111.929138,Burger King,34.048928,-111.093731
2847,Arizona,33.640103,-112.031318,Carl's Jr.,34.048928,-111.093731
3203,Arizona,33.435005,-112.305725,Burger King,34.048928,-111.093731
3265,Arizona,33.30636,-111.887397,McDonald's,34.048928,-111.093731
3266,Arizona,33.335611,-111.875062,McDonald's,34.048928,-111.093731
3267,Arizona,33.292273,-111.821769,McDonald's,34.048928,-111.093731
3453,Arizona,33.41616,-111.57334,Jimmy John's,34.048928,-111.093731
9247,Arizona,33.4349,-111.9255,In-N-Out Burger,34.048928,-111.093731
3852,Arizona,33.581756,-112.236749,Long John Silver's,34.048928,-111.093731
4037,Arizona,32.669478,-114.647947,Jack in the Box,34.048928,-111.093731
4038,Arizona,32.673675,-114.624457,Jack in the Box,34.048928,-111.093731
4039,Arizona,32.263732,-110.944168,Jack in the Box,34.048928,-111.093731
4040,Arizona,32.2513,-110.842078,Jack in the Box,34.048928,-111.093731
4041,Arizona,32.221475,-110.807822,Jack in the Box,34.048928,-111.093731
4042,Arizona,32.287511,-110.960303,Jack in the Box,34.048928,-111.093731
4043,Arizona,33.42256,-111.939609,Jack in the Box,34.048928,-111.093731
4190,Arizona,33.480764,-112.013256,Church's Chicken,34.048928,-111.093731
3204,Arizona,33.435005,-112.305725,Burger King,34.048928,-111.093731
2787,Arizona,31.555079,-110.285835,Tanuki Sushi Bar and Garden,34.048928,-111.093731
2786,Arizona,33.46672,-112.220691,Wingstop,34.048928,-111.093731
2571,Arizona,33.653132,-112.168263,Subway,34.048928,-111.093731
2041,Arizona,33.480432,-112.001577,McDonald's,34.048928,-111.093731
2042,Arizona,33.683725,-112.107786,McDonald's,34.048928,-111.093731
2043,Arizona,33.683725,-112.107786,McDonald's,34.048928,-111.093731
2044,Arizona,33.393527,-111.877841,McDonald's,34.048928,-111.093731
2045,Arizona,33.652458,-112.256095,McDonald's,34.048928,-111.093731
2046,Arizona,33.50931,-112.205085,McDonald's,34.048928,-111.093731
2047,Arizona,34.150392,-114.289281,McDonald's,34.048928,-111.093731
2048,Arizona,33.681068,-112.238446,McDonald's,34.048928,-111.093731
2049,Arizona,31.366015,-110.941268,McDonald's,34.048928,-111.093731
2050,Arizona,33.366153,-111.858475,McDonald's,34.048928,-111.093731
2051,Arizona,33.423251,-111.753504,McDonald's,34.048928,-111.093731
2053,Arizona,35.21911,-114.00902,McDonald's,34.048928,-111.093731
2054,Arizona,33.553085,-112.17976,McDonald's,34.048928,-111.093731
2055,Arizona,33.567481,-112.18517,McDonald's,34.048928,-111.093731
2056,Arizona,33.596774,-112.16812,McDonald's,34.048928,-111.093731
2058,Arizona,33.378145,-111.722807,McDonald's,34.048928,-111.093731
2385,Arizona,34.475184,-114.344666,Taco Bell,34.048928,-111.093731
2570,Arizona,33.667951,-112.279887,Subway,34.048928,-111.093731
2569,Arizona,33.304919,-111.743948,Subway,34.048928,-111.093731
2568,Arizona,33.304919,-111.743948,Subway,34.048928,-111.093731
2567,Arizona,32.602889,-110.631785,Subway,34.048928,-111.093731
2566,Arizona,33.870849,-112.144688,Subway,34.048928,-111.093731
2565,Arizona,33.538574,-112.183513,Subway,34.048928,-111.093731
4201,Arizona,33.434809,-111.63224,SUBWAY®,34.048928,-111.093731
2564,Arizona,32.306803,-110.845362,Subway,34.048928,-111.093731
2530,Arizona,32.339977,-111.015311,Cousin's Subs,34.048928,-111.093731
2518,Arizona,32.663295,-114.444157,Dairy Queen,34.048928,-111.093731
2517,Arizona,33.602194,-112.03647,Dairy Queen,34.048928,-111.093731
2516,Arizona,33.602194,-112.03647,Dairy Queen,34.048928,-111.093731
2514,Arizona,35.017229,-110.683072,Dairy Queen,34.048928,-111.093731
2406,Arizona,32.191395,-110.856216,Panda Express,34.048928,-111.093731
2563,Arizona,33.798642,-111.976421,Subway,34.048928,-111.093731
9379,Arizona,32.88027,-111.68206,In-N-Out Burger,34.048928,-111.093731
9043,Arizona,33.63822,-112.41667,Taco Bell,34.048928,-111.093731
9381,Arizona,32.32255,-111.03589,SONIC Drive In,34.048928,-111.093731
1186,Arizona,33.363763,-111.911152,Taco Bell,34.048928,-111.093731
1185,Arizona,32.250912,-110.918865,Taco Bell,34.048928,-111.093731
1184,Arizona,32.207496,-110.857543,Taco Bell,34.048928,-111.093731
1183,Arizona,32.207496,-110.857543,Taco Bell,34.048928,-111.093731
1182,Arizona,32.162055,-110.94266,Taco Bell,34.048928,-111.093731
1181,Arizona,32.286587,-110.964259,Taco Bell,34.048928,-111.093731
1180,Arizona,32.356885,-111.091432,Taco Bell,34.048928,-111.093731
1179,Arizona,32.350373,-110.97579,Taco Bell,34.048928,-111.093731
1178,Arizona,32.697157,-114.624638,Taco Bell,34.048928,-111.093731
1094,Arizona,33.27772,-111.85887,Barro's Pizza,34.048928,-111.093731
1091,Arizona,32.806598,-111.67189,Arby's,34.048928,-111.093731
1090,Arizona,33.2626498,-111.7561972,Little Caesars Pizza,34.048928,-111.093731
1187,Arizona,33.363763,-111.911152,Taco Bell,34.048928,-111.093731
1026,Arizona,33.305915,-111.743558,In-N-Out Burger,34.048928,-111.093731
1012,Arizona,33.383365,-111.806379,In-N-Out Burger,34.048928,-111.093731
971,Arizona,32.502841,-110.925483,Arby's,34.048928,-111.093731
638,Arizona,33.44927,-112.342173,Whataburger,34.048928,-111.093731
637,Arizona,33.304688,-111.968341,Whataburger,34.048928,-111.093731
636,Arizona,33.430945,-112.099907,Whataburger,34.048928,-111.093731
635,Arizona,33.495054,-112.079863,Whataburger,34.048928,-111.093731
632,Arizona,33.405438,-111.978286,Whataburger,34.048928,-111.093731
316,Arizona,33.334671,-111.790032,Pei Wei,34.048928,-111.093731
166,Arizona,33.41508,-111.57884,KFC,34.048928,-111.093731
163,Arizona,35.192109,-111.624197,Burger King,34.048928,-111.093731
154,Arizona,33.30628,-111.94409,Pizza Hut,34.048928,-111.093731
9380,Arizona,32.88027,-111.68206,In-N-Out Burger,34.048928,-111.093731
1025,Arizona,33.305915,-111.743558,In-N-Out Burger,34.048928,-111.093731
1188,Arizona,33.609206,-112.356741,Taco Bell,34.048928,-111.093731
1087,Arizona,35.212801,-114.035004,Pizza Hut,34.048928,-111.093731
1190,Arizona,33.613253,-111.926347,Taco Bell,34.048928,-111.093731
1189,Arizona,33.537573,-111.885038,Taco Bell,34.048928,-111.093731
9383,Arizona,32.27715,-110.97727,Eegee's,34.048928,-111.093731
9384,Arizona,32.3523,-110.9739,McDonald's,34.048928,-111.093731
9550,Arizona,32.2053,-110.7891,Jack in the Box,34.048928,-111.093731
9568,Arizona,33.30585,-111.94718,Subway,34.048928,-111.093731
9569,Arizona,33.377777,-111.949936,KFC,34.048928,-111.093731
9570,Arizona,33.43191,-111.87368,McDonald's,34.048928,-111.093731
9731,Arizona,33.581769,-112.184222,Boston Market,34.048928,-111.093731
9732,Arizona,33.637,-112.185,Walmart Supercenter,34.048928,-111.093731
9773,Arizona,33.305767,-111.9907,SONIC Drive In,34.048928,-111.093731
9775,Arizona,33.42145,-112.291575,Sonic Drive-In,34.048928,-111.093731
9777,Arizona,33.564862,-112.289651,SUBWAY,34.048928,-111.093731
9578,Arizona,33.59666,-111.98095,Chick-fil-A,34.048928,-111.093731
9778,Arizona,33.50946163,-112.2719612,Culver's,34.048928,-111.093731
1191,Arizona,33.40627,-111.978863,Taco Bell,34.048928,-111.093731
9382,Arizona,32.27715,-110.97727,Eegee's,34.048928,-111.093731
1281,Arizona,33.524418,-112.116097,Burger King,34.048928,-111.093731
1282,Arizona,33.524418,-112.116097,Burger King,34.048928,-111.093731
1347,Arizona,33.301721,-111.898723,Dairy Queen,34.048928,-111.093731
9977,Arizona,32.3093,-110.84571,Domino's Pizza,34.048928,-111.093731
1192,Arizona,33.639046,-112.149911,Taco Bell,34.048928,-111.093731
9975,Arizona,32.42455,-111.04289,McDonalds,34.048928,-111.093731
9974,Arizona,32.285473,-110.977974,Jimmy John's,34.048928,-111.093731
9786,Arizona,33.6092647,-112.3591104,McDonald's,34.048928,-111.093731
9780,Arizona,33.86551,-112.13743,McDonald's,34.048928,-111.093731
9976,Arizona,32.32756,-111.04825,Burger King,34.048928,-111.093731
4657,Arkansas,34.761001,-92.381014,Arby's,35.20105,-91.831833
4656,Arkansas,34.866628,-92.120571,Arby's,35.20105,-91.831833
4655,Arkansas,35.469122,-94.355803,Arby's,35.20105,-91.831833
4654,Arkansas,34.479896,-93.060339,Arby's,35.20105,-91.831833
4653,Arkansas,34.479896,-93.060339,Arby's,35.20105,-91.831833
4570,Arkansas,35.2785,-93.1242,Domino's Pizza,35.20105,-91.831833
3546,Arkansas,36.106276,-94.146329,Hardee's,35.20105,-91.831833
3853,Arkansas,33.458823,-94.043072,Long John Silver's,35.20105,-91.831833
3545,Arkansas,36.242613,-93.107154,Hardee's,35.20105,-91.831833
3544,Arkansas,36.054027,-90.50516,Hardee's,35.20105,-91.831833
3281,Arkansas,35.338205,-94.422687,McDonald's,35.20105,-91.831833
4223,Arkansas,36.368006,-94.224967,Rally's,35.20105,-91.831833
4658,Arkansas,34.761001,-92.381014,Arby's,35.20105,-91.831833
5545,Arkansas,34.201831,-92.033166,Wendy's,35.20105,-91.831833
4703,Arkansas,34.868781,-92.128654,Waffle House,35.20105,-91.831833
4771,Arkansas,34.293802,-92.399002,Subway,35.20105,-91.831833
4772,Arkansas,34.744258,-92.275343,Subway,35.20105,-91.831833
4773,Arkansas,35.113366,-92.44738,Subway,35.20105,-91.831833
4774,Arkansas,34.903863,-91.198013,Subway,35.20105,-91.831833
4775,Arkansas,35.112252,-92.432532,Subway,35.20105,-91.831833
4776,Arkansas,35.218833,-92.388328,Subway,35.20105,-91.831833
4810,Arkansas,34.12015,-93.094315,Subway,35.20105,-91.831833
4811,Arkansas,33.460583,-94.042844,Subway,35.20105,-91.831833
